"Name","House","Gender","Culture","Title","Age","Is Noble?","Dead Relatives?","Is Dead?"
"Mathis Rowan","House Rowan","male","reach","goldengrove",NA,"yes","no",0
"Meribald","Faith of the Seven","male","","septon",58,"no","no",0
"Mirri Maz Duur","","female","lhazareen","godswife",42,"yes","no",1
"Mikken","House Stark","male","northmen","",NA,"no","no",1
"Morros Slynt","House Slynt","male","","lord",NA,"yes","no",0
"Myranda Royce","House Royce of the Gates of the Moon","female","","",26,"no","no",0
"Nettles","Blacks","female","","",100,"no","no",1
"Notch","Brotherhood without Banners","female","","",NA,"no","no",0
"Obara Sand","House Martell","female","dornish","",34,"no","yes",0
"Ulf the White","Blacks","male","","ser",NA,"yes","no",1
"Pypar","Night's Watch","male","","",NA,"no","no",0
"Roose Bolton","House Bolton","male","northmen","dreadfort",45,"yes","yes",0
"Shireen Baratheon","House Baratheon of Dragonstone","female","","princess",16,"yes","yes",0
"Smiling Knight","Kingswood Brotherhood","male","","",NA,"no","no",0
"Renly Baratheon","House Baratheon","male","stormlands","lord paramount of the stormlands",22,"yes","yes",1
"Theon Greyjoy","House Greyjoy","male","ironmen","green lands",27,"yes","yes",0
"Robyn Rhysling","House Rhysling","male","","ser",NA,"yes","no",0
"Rodrik Harlaw","House Harlaw","male","ironborn","harlaw",NA,"yes","no",0
"Wendamyr","House Greyjoy","male","","maester",NA,"yes","no",0
"Varamyr","","male","free folk","",NA,"no","no",1
"Robin Potter","House Potter","male","","ser",NA,"yes","no",0
"Richard Horpe","House Horpe","male","","ser",NA,"yes","no",0
"Vargo Hoat","Brave Companions","male","qohor","lord of harrenhal",NA,"yes","no",1
"Jaqen H'ghar","Faceless Men","male","","",NA,"no","no",0
"Robert Arryn","House Arryn","male","valemen","eyrie",13,"yes","no",0
"Rakharo","House Targaryen","male","dothraki","bloodrider",NA,"no","no",0
"Rhaella Targaryen","House Targaryen","male","valyrian","princessqueendowager queen",39,"yes","yes",1
"Tywin Lannister","House Lannister","male","","casterly rock",58,"yes","yes",1
"Shagga","Stone Crows","male","vale mountain clans","",NA,"no","no",0
"Wyman Manderly","House Manderly","male","","lord of white harbor",66,"yes","no",0
"Yellow Dick","House Bolton","male","westeros","",NA,"no","no",1
"Yoren","Night's Watch","female","westeros","",NA,"no","no",1
"Watty","Brotherhood without banners","female","","",NA,"no","no",0
"Skahaz mo Kandaq","House of Kandaq","female","ghiscari","",NA,"no","no",0
"Wylis Manderly","House Manderly","male","","ser",53,"yes","no",0
"Theo Wull","House Wull","male","northern mountain clans","",NA,"no","no",1
"Wylla Manderly","House Manderly","female","","",21,"no","no",0
"Willas Tyrell","House Tyrell","male","","",35,"no","no",0
"Wendel Manderly","House Manderly","male","","ser",45,"yes","no",1
"Simon Toyne","House Toyne","female","","",NA,"no","no",1
"Steffon Baratheon","House Baratheon","male","","storm's end",32,"yes","yes",1
"Shagwell","Brave Companions","male","","",NA,"no","no",1
"Rickard Karstark","House Karstark","male","northmen","karhold",NA,"yes","yes",1
"Senelle","House Lannister","male","","",NA,"no","no",1
"Shiera Seastar","House Targaryen","female","westeros","",100,"no","yes",1
"Reznak mo Reznak","House of Reznak","male","ghiscari","seneschal",NA,"yes","no",0
"Ronnet Connington","House Connington","male","","ser",31,"yes","no",0
"Tytos Blackwood","House Blackwood","male","","raventree hall",NA,"yes","no",0
"Syrio Forel","House Stark","female","braavosi","",NA,"no","no",1
"Rodrik Cassel","House Cassel","male","northmen","ser",NA,"yes","yes",1
"Stevron Frey","House Frey","male","","ser",66,"yes","no",1
"Steely Pate","","male","","",NA,"no","no",0
"Victaria Tyrell","House Tyrell","female","","",NA,"no","no",0
"Jon Connington","House Connington","male","stormlands","lord of griffin's roost",42,"yes","no",0
"Rorge","Brave Companions","male","","",NA,"no","no",1
"Rickard Stark","House Stark","male","northmen","winterfell",52,"yes","yes",1
"Visenya Targaryen","House Targaryen","female","valyrian","queendowager queen",72,"yes","yes",1
"Petyr Baelish","House Baelish","male","valemen","master of coin",37,"yes","yes",0
"Viserys Targaryen","House Targaryen","male","valyrian","lord of the seven kingdoms",22,"yes","yes",1
"Varys","","male","","master of whisperers",NA,"yes","no",0
"Stygg","House Greyjoy","female","","",NA,"no","no",0
"Salladhor Saan","House Baratheon of Dragonstone","male","lysene","prince of the narrow sea",NA,"yes","no",0
"Victarion Greyjoy","House Greyjoy","male","ironborn","lord captain of the iron fleet",37,"yes","yes",0
"Timeon","Brave Companions","male","dornish","",NA,"no","no",1
"Tysha","","male","","",34,"no","yes",0
"Shae","","female","","",20,"no","no",1
"Spotted Cat","","male","ghiscari","",NA,"no","no",0
"Tormund","","male","free folk","ruddy hall",NA,"yes","no",0
"Rodrik Greyjoy","House Greyjoy","male","ironborn","",15,"no","yes",1
"Josmyn Peckledon","House Peckledon","male","","",21,"no","no",0
"Trystane Martell","House Martell","male","dornish","prince",18,"yes","yes",0
"Rolland Storm","House Caron","male","","ser",NA,"yes","no",0
"Willam Dustin","House Dustin","male","northmen","barrowton",NA,"yes","no",1
"Torrhen Karstark","House Karstark","male","northmen","",NA,"no","yes",1
"Three Toes","Brave Companions","male","","",NA,"no","no",0
"Ygritte","Mance Rayder","male","wildlings","",19,"no","no",1
"Tyland Lannister","House Lannister","male","","ser",NA,"yes","no",1
"Thoren Smallwood","Night's Watch","male","","first ranger",NA,"yes","no",1
"Rolph Spicer","House Spicer","female","","ser",NA,"yes","no",0
"Selyse Florent","House Florent","female","","ladyqueen",NA,"yes","no",0
"Tyrion Tanner","House Stokeworth","male","","",5,"no","no",0
"Sandor Clegane","House Clegane","male","","",30,"no","yes",1
"Ulf son of Umar","Moon Brothers","male","vale mountain clans","",NA,"no","no",1
"Urswyck","Brave Companions","male","","",NA,"no","no",0
"Clydas","Night's Watch","male","","",65,"no","no",0
"Damion Lannister","House Lannister","male","","sercastellan of casterly rock",NA,"yes","no",0
"Kraznys mo Nakloz","Good Masters","male","astapor","",NA,"no","no",1
"Dacey Mormont","House Mormont","female","northmen","",47,"no","no",1
"Jojen Reed","House Reed","male","crannogmen","",19,"no","no",0
"Lyonel Baratheon","House Baratheon","male","","ser",NA,"yes","no",1
"Khorane Sathmantes","","female","lyseni","",NA,"no","no",0
"Vardis Egen","House Egen","male","valemen","ser",49,"yes","no",1
"Tya Lannister","House Baratheon","male","","",NA,"no","no",0
"Vyman","","female","","maester",NA,"yes","no",0
"Orton Merryweather","House Merryweather","male","reachmen","longtable",NA,"yes","no",0
"Jeor Mormont","House Mormont","male","northmen","bear island",69,"yes","no",1
"Rhaego","House Targaryen","female","","",NA,"no","yes",1
"Samwell Stone","House Royce","male","","ser",NA,"yes","no",0
"Mors Umber","House Umber","male","northmen","castellan",70,"yes","no",0
"Rhaegar Frey","House Frey","male","","",31,"no","no",1
"Parmen Crane","House Crane","male","","ser",NA,"yes","no",0
"Qyburn","House Lannister","male","","master of whisperers",NA,"yes","no",0
"Weese","House Whent","male","","",NA,"no","no",1
"Qarl the Maid","","male","ironborn","",NA,"no","no",0
"Rickon Stark","House Stark","male","northmen","prince of winterfellheir to winterfell",10,"yes","yes",0
"Roslin Frey","House Frey","male","rivermen","",23,"no","yes",0
"Robar Royce","House Royce","male","valemen","ser",22,"yes","yes",1
"Robett Glover","House Glover","male","northmen","",NA,"no","no",0
"Rhae Targaryen","House Targaryen","female","valyrian","princess",100,"yes","no",1
"Ryman Frey","House Frey","male","","ser",54,"yes","no",1
"Quaithe","","female","asshai'i","",NA,"no","no",0
"Rolly Duckfield","House Targaryen","male","","ser",NA,"yes","no",0
"Togg Joth","Brave Companions","male","ibbenese","",NA,"no","no",0
"Taena of Myr","House Merryweather","female","myrish","",29,"no","no",0
"Pyg","Brave Companions","female","","",NA,"no","no",1
"Stonesnake","Night's Watch","male","","",55,"no","no",0
"Tycho Nestoris","Iron Bank of Braavos","male","braavosi","",NA,"no","no",0
"Tanselle","","female","dornishmen","",NA,"no","no",0
"Rhaelle Targaryen","House Targaryen","female","","princess",76,"yes","no",0
"Tom of Sevenstreams","Brotherhood without banners","male","","",65,"no","no",0
"Shyra Errol","House Errol","female","","haystack hall",NA,"yes","no",0
"Steelskin","House of Loraq","male","ghiscari","",NA,"no","no",0
"Val","","female","free folk","",NA,"no","no",0
"Satin","Night's Watch","male","","",25,"no","no",0
"Xaro Xhoan Daxos","Thirteen","male","qartheen","",NA,"no","no",0
"Maelor Targaryen","House Targaryen","male","","prince",3,"yes","no",1
"Arianne Martell","House Martell","female","dornishmen","princess",29,"yes","no",0
"Damon Dance-for-Me","House Bolton","male","","",NA,"no","no",0
"Alysanne Targaryen","","female","","",NA,"no","no",1
"Baela Targaryen","House Targaryen","female","valyrian","lady",100,"yes","no",1
"Brandon Stark","House Stark","male","northmen","",20,"no","no",1
"Dunstan Drumm","House Drumm","male","ironborn","old wyk",93,"yes","no",0
"Daemon Sand","House Allyrion","male","dornish","ser",NA,"yes","no",0
"Jafer Flowers","Night's Watch","male","","",NA,"no","no",1
"Lysono Maar","Golden Company","male","lyseni","",NA,"no","no",0
"Mycah","","male","westeros","",13,"no","no",1
"Joyeuse Erenford","House Erenford","male","","the crossing",23,"yes","no",0
"Rossart","Alchemists' Guild","male","","hand of the king",NA,"yes","no",1
"Tyene Sand","House Martell","female","dornish","",29,"no","yes",0
"Waymar Royce","House Royce","male","valemen","ser",19,"yes","yes",1
"Stiv","Night's Watch","female","wildlingss","",NA,"no","no",1
"Daemon II Blackfyre","House Blackfyre","male","","andals",23,"yes","yes",1
"Chataya","Chataya's brothel","female","summer isles","",NA,"no","no",0
"Hugh Hammer","Blacks","male","","ser",NA,"yes","no",1
"Tygett Lannister","House Lannister","male","","ser",55,"yes","no",0
"Sarella Sand","House Martell","female","dornishmen","",25,"no","yes",0
"Rhaegar Targaryen","House Targaryen","male","valyrian","prince of dragonstone",24,"yes","yes",1
"Drogo","","female","dothraki","khal",32,"no","yes",1
"Dunsen","House Clegane","male","","",NA,"no","no",0
"Barra","House Baratheon","male","","",1,"no","yes",1
"Bethany Bolton","House Bolton","male","northmen","the dreadfort",NA,"yes","no",0
"Desmond Grell","House Grell","female","","ser",68,"yes","no",0
"Devan Seaworth","House Seaworth","male","","",18,"no","no",0
"Gran Goodbrother","House Goodbrother","male","ironborn","",NA,"no","no",0
"Loras Tyrell","House Tyrell","male","the reach","ser",23,"yes","yes",0
"Ricasso","House Martell","female","","sunspear",NA,"yes","no",0
"Stalwart Shield","Unsullied","female","","",NA,"no","no",1
"Yohn Royce","House Royce","male","valemen","runestone",NA,"yes","yes",0
"Yandry","House Targaryen","male","","",NA,"no","no",0
"Tarle","Drowned men","male","ironborn","",NA,"no","no",0
"Temmo","","male","dothraki","khal",NA,"no","no",0
"Rohanne Webber","House Webber","female","","coldmoat",100,"yes","no",1
"Gormond Goodbrother","House Goodbrother","male","ironborn","",23,"no","no",0
"Walder Rivers","House Frey","male","rivermen","ser",NA,"yes","no",0
"Symon Silver Tongue","","male","","",NA,"no","no",1
"Moqorro","R'hllor","male","","slave of r'hllor",NA,"yes","no",0
"Meg","Brotherhood Without Banners","female","","",NA,"no","no",0
"Laena Velaryon","House Velaryon","female","valyrian","",27,"no","no",1
"Luwin","House Stark","male","westeros","",NA,"no","no",1
"Reek","House Bolton","male","","",NA,"no","no",1
"Symeon Star-Eyes","","male","","",NA,"no","no",0
"Coldhands","Three-eyed crow","male","","",NA,"no","no",0
"Tytos Lannister","House Lannister","male","","casterly rock",47,"yes","yes",1
