loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,policy_code,application_type,acc_now_delinq,chargeoff_within_12_mths,delinq_amnt,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit
10000,10000,9950,36 months,13.53%,339.5,B,Polysomonographer,< 1 year,MORTGAGE,65000,Not Verified,0,credit_card,554xx,MN,9.29,0,Jun-89,1,45,53,8,1,9379,81%,24,f,0,0,1,INDIVIDUAL,0,0,0,1,0,222808,21547,11550
10750,10750,10750,36 months,16.99%,383.22,D,Server,1 year,RENT,38000,Verified,0,debt_consolidation,802xx,CO,22.58,0,7-Jul,1,,,8,0,12774,93.20%,15,f,0,0,1,INDIVIDUAL,0,0,0,0,0,61023,53750,10300
6500,6500,6500,36 months,11.99%,215.87,B,Personal Banker,3 years,RENT,31500,Verified,0,debt_consolidation,810xx,CO,6.86,0,3-May,1,,40,10,1,6252,19.90%,35,f,0,0,1,INDIVIDUAL,0,0,0,1,0,46472,23303,10200
16800,16800,16800,36 months,15.61%,587.41,C,Registered Nurse,7 years,MORTGAGE,100000,Not Verified,0,debt_consolidation,953xx,CA,17.97,0,6-Sep,1,,,18,0,11997,31.90%,27,w,0,0,1,INDIVIDUAL,0,0,0,0,0,105054,59916,17700
28000,28000,28000,36 months,13.98%,956.71,C,Assistant Dean,1 year,OWN,140000,Verified,0,debt_consolidation,974xx,OR,14.19,0,Jul-88,1,,,11,0,52240,96.90%,29,f,0,0,1,INDIVIDUAL,0,0,0,0,0,401200,65398,44900
7200,7200,7200,36 months,13.98%,246.01,C,Super User (IT),< 1 year,RENT,48000,Source Verified,0,debt_consolidation,181xx,PA,26.2,0,6-May,1,38,,13,0,13161,63.60%,29,f,0,0,1,INDIVIDUAL,0,0,0,0,0,42828,18731,1800
6000,6000,6000,36 months,15.61%,209.79,C,Office Manager,4 years,MORTGAGE,72000,Verified,0,medical,955xx,CA,20.6,0,Oct-98,1,,,13,0,14593,64.90%,26,f,0,0,1,INDIVIDUAL,0,0,0,0,0,398181,31668,4400
35000,35000,35000,36 months,14.98%,1212.95,C,RN,10+ years,MORTGAGE,101000,Verified,0,debt_consolidation,605xx,IL,28.17,0,Dec-89,0,,,11,0,43880,78%,22,f,0,0,1,INDIVIDUAL,0,0,0,0,0,266747,70757,52500
8000,8000,8000,36 months,8.90%,254.03,A,Payroll Specialist,3 years,MORTGAGE,34000,Source Verified,0,debt_consolidation,895xx,NV,15.04,0,Nov-96,0,,118,8,1,9367,34.60%,17,w,0,0,1,INDIVIDUAL,0,0,0,1,0,42467,18697,27100
20000,20000,20000,36 months,18.25%,725.56,D,,10+ years,MORTGAGE,200000,Verified,0,debt_consolidation,060xx,CT,6.85,0,Oct-00,2,29,,15,0,19318,58.70%,25,f,0,0,1,INDIVIDUAL,0,0,0,0,0,356307,35025,30900
35000,35000,35000,36 months,13.98%,1195.88,C,Community Based Counselor II,2 years,MORTGAGE,115000,Source Verified,0,credit_card,227xx,VA,16.05,0,Jan-82,4,42,,9,0,22234,82.70%,40,w,0,0,1,INDIVIDUAL,0,0,0,0,0,451059,67988,900
23300,23300,23300,36 months,10.99%,762.71,B,Literacy Teacher,5 years,MORTGAGE,52000,Verified,0,credit_card,148xx,NY,25.2,0,Mar-97,0,,,12,0,23853,82.30%,35,f,0,0,1,INDIVIDUAL,0,0,0,0,0,226138,127087,18100
10075,10075,10075,36 months,8.90%,319.92,A,,3 years,MORTGAGE,150000,Source Verified,0,home_improvement,931xx,CA,7.65,2,Jul-00,1,9,,10,0,22070,46.20%,23,w,0,0,1,INDIVIDUAL,0,0,0,0,0,697654,45671,25000
10000,10000,10000,36 months,12.85%,336.22,B,custodial supervisor,10+ years,MORTGAGE,35000,Source Verified,1,debt_consolidation,856xx,AZ,23.08,0,Aug-99,0,,,15,0,11650,29.20%,25,w,0,0,1,INDIVIDUAL,0,0,0,0,0,118400,19067,30900
24000,24000,24000,36 months,11.99%,797.03,B,,10+ years,MORTGAGE,100000,Verified,0,credit_card,553xx,MN,28.37,0,May-92,0,,,11,0,65515,77%,39,f,0,0,1,INDIVIDUAL,0,0,0,0,0,312993,67512,47450
24000,24000,24000,36 months,6.03%,730.46,A,Manager,2 years,MORTGAGE,95000,Verified,0,credit_card,380xx,TN,28.05,0,Jul-96,0,,,19,0,24607,38.30%,50,w,0,0,1,INDIVIDUAL,0,0,0,0,0,512677,136867,60500
6075,6075,6075,36 months,15.61%,212.42,C,Teacher,10+ years,MORTGAGE,70000,Verified,0,debt_consolidation,770xx,TX,16.32,1,Dec-90,0,0,,8,0,3615,41.20%,10,f,0,0,1,INDIVIDUAL,1,0,26,0,0,170172,19225,4000
14000,14000,13975,36 months,6.03%,426.1,A,Senior Project Manager,10+ years,MORTGAGE,80000,Source Verified,0,credit_card,463xx,IN,16.76,0,Oct-95,0,38,,11,0,4859,25.20%,29,f,0,0,1,INDIVIDUAL,0,0,0,0,0,360641,52698,10900
12600,12600,12600,36 months,13.98%,430.52,C,Occupational Therapist,< 1 year,RENT,65550,Source Verified,0,medical,774xx,TX,29.17,1,Jul-83,1,9,,16,0,11118,49.20%,43,w,0,0,1,INDIVIDUAL,0,0,0,0,0,72643,42096,17800
10000,10000,10000,36 months,13.53%,339.5,B,RN,7 years,MORTGAGE,52000,Not Verified,0,debt_consolidation,658xx,MO,4.22,0,Aug-99,0,44,113,4,1,5623,80.30%,13,f,0,0,1,INDIVIDUAL,0,0,0,1,0,103000,5623,7000
3775,3775,3775,36 months,16.24%,133.17,C,driver,5 years,RENT,43000,Not Verified,0,debt_consolidation,237xx,VA,18.62,0,1-Sep,3,,,11,0,30020,77%,33,f,0,0,1,INDIVIDUAL,0,0,0,0,0,64630,51879,35000
4800,4800,4800,36 months,14.47%,165.16,C,Billing Clerk,8 years,RENT,27135,Verified,0,debt_consolidation,441xx,OH,34.1,0,6-Feb,1,,99,11,1,4466,27.70%,17,f,0,0,1,INDIVIDUAL,0,0,0,1,0,37824,21854,6200
15000,15000,15000,36 months,7.90%,469.36,A,direct support professional,10+ years,RENT,48000,Source Verified,0,credit_card,021xx,MA,18.13,1,Sep-99,0,16,,18,0,27757,35.50%,40,w,0,0,1,INDIVIDUAL,0,0,0,0,0,82517,28007,52700
8500,8500,8500,36 months,12.85%,285.79,B,Software Tester,7 years,MORTGAGE,62000,Source Verified,0,credit_card,325xx,FL,21.27,0,Dec-97,0,,,6,0,54839,87.70%,24,f,0,0,1,INDIVIDUAL,0,0,0,0,0,149819,54839,20000
22400,22400,22400,36 months,7.90%,700.91,A,Senior Project Manager,4 years,MORTGAGE,100000,Source Verified,0,credit_card,258xx,WV,19.49,0,Feb-87,1,,,23,0,55528,45.20%,42,w,0,0,1,INDIVIDUAL,0,0,0,0,0,253855,60171,69700
21000,21000,21000,36 months,14.47%,722.54,C,financial manager,3 years,RENT,120000,Verified,0,debt_consolidation,970xx,OR,3.45,0,1-Aug,4,65,,6,0,802,9.40%,18,f,0,0,1,INDIVIDUAL,0,0,0,0,0,80704,62472,8500
8000,8000,8000,36 months,7.62%,249.3,A,Product Trainer,10+ years,RENT,70000,Not Verified,0,credit_card,605xx,IL,10.97,0,Jun-96,0,,,9,0,7610,47.30%,25,w,0,0,1,INDIVIDUAL,0,0,0,0,0,16100,7610,7100
10000,10000,10000,36 months,9.67%,321.13,B,Truck driver,10+ years,MORTGAGE,55500,Source Verified,0,credit_card,923xx,CA,11.16,0,Jun-00,0,,,10,0,9338,65.80%,16,f,0,0,1,INDIVIDUAL,0,0,0,0,0,148425,10324,9900
13000,13000,13000,36 months,8.90%,412.8,A,Facility Manager,3 years,RENT,48000,Not Verified,0,credit_card,857xx,AZ,28.58,0,3-Sep,0,64,,10,0,6522,29.60%,24,w,0,0,1,INDIVIDUAL,0,0,0,0,0,100009,75590,8700
4800,4800,4800,36 months,11.99%,159.41,B,Sr. Account Manager,1 year,RENT,65000,Not Verified,0,major_purchase,980xx,WA,15.36,0,Aug-96,2,,,5,0,2660,26.60%,23,w,0,0,1,INDIVIDUAL,0,0,0,0,0,51752,42769,6500
12000,12000,12000,36 months,13.53%,407.4,B,Museum Director,6 years,MORTGAGE,65000,Verified,0,debt_consolidation,294xx,SC,22.38,0,Feb-94,1,62,48,11,1,12882,57.50%,26,w,0,0,1,INDIVIDUAL,0,0,0,0,1,52163,32442,9000
11850,11850,11850,36 months,22.40%,455.02,E,Sales,9 years,MORTGAGE,34336,Verified,0,debt_consolidation,714xx,LA,15.66,0,5-Sep,0,,106,7,1,5200,70.30%,15,f,0,0,1,INDIVIDUAL,0,0,0,1,0,13135,10141,2700
3175,3175,3175,36 months,13.53%,107.8,B,transportation manager,10+ years,MORTGAGE,73400,Verified,0,debt_consolidation,078xx,NJ,21.15,0,Jan-82,1,41,,7,0,16119,95.40%,30,f,0,0,1,INDIVIDUAL,0,0,0,0,0,306959,46596,16400
21200,21200,21200,36 months,16.99%,755.74,D,BILLING  ANALYST,10+ years,MORTGAGE,73000,Verified,0,debt_consolidation,210xx,MD,25.5,0,Mar-99,1,59,,20,0,15421,39.50%,43,f,0,0,1,INDIVIDUAL,0,0,0,0,0,316275,60089,20900
1000,1000,1000,36 months,18.25%,36.28,D,LPN,7 years,MORTGAGE,42000,Verified,0,medical,271xx,NC,22.37,0,1-Oct,0,,,10,0,15046,95.80%,21,f,0,0,1,INDIVIDUAL,0,0,0,0,0,202823,25986,13100
4000,4000,4000,36 months,11.99%,132.84,B,finish carpenter,3 years,MORTGAGE,35000,Not Verified,0,credit_card,570xx,SD,27.78,1,Mar-97,0,4,,8,0,2981,80.60%,24,f,0,0,1,INDIVIDUAL,0,0,0,0,0,92357,88142,2900
2000,2000,2000,36 months,22.90%,77.32,E,housing counselor,4 years,RENT,36800,Not Verified,0,other,282xx,NC,9.33,0,Sep-00,1,35,,13,0,4881,44%,20,w,0,0,1,INDIVIDUAL,0,0,0,0,0,60614,105383,5300
15000,15000,15000,36 months,9.67%,481.69,B,Transportation/Driver,< 1 year,MORTGAGE,42600,Verified,0,debt_consolidation,319xx,GA,23.44,0,Jun-96,0,70,42,10,1,13586,57.60%,26,f,0,0,1,INDIVIDUAL,0,0,0,0,1,136395,19967,20400
22000,22000,22000,36 months,13.53%,746.9,B,Associate Professor,10+ years,MORTGAGE,110000,Source Verified,0,debt_consolidation,982xx,WA,15.1,0,3-Jan,0,,,19,0,20117,60.60%,31,f,0,0,1,INDIVIDUAL,0,0,0,0,0,555056,141867,33200
5000,5000,5000,36 months,14.47%,172.04,C,Credit specialist,< 1 year,RENT,29000,Not Verified,0,debt_consolidation,104xx,NY,7.23,0,10-Sep,2,,,5,0,4765,64.40%,5,f,0,0,1,INDIVIDUAL,0,0,0,0,0,7400,4765,6800
4000,4000,4000,36 months,13.53%,135.8,B,Litigation Assistant,3 years,RENT,28080,Not Verified,0,credit_card,333xx,FL,6.5,0,Sep-96,0,,,16,0,3432,36.10%,19,w,0,0,1,INDIVIDUAL,0,0,0,0,0,67562,66410,3100
2500,2500,2500,36 months,14.47%,86.02,C,field tech,2 years,RENT,40000,Not Verified,0,major_purchase,532xx,WI,8.25,1,5-Feb,0,14,,7,0,755,22.90%,15,w,0,0,1,INDIVIDUAL,0,0,0,0,0,15777,5299,1300
2750,2750,2750,36 months,13.98%,93.97,C,operations manager,4 years,MORTGAGE,28000,Not Verified,0,credit_card,494xx,MI,6.6,0,Aug-99,0,70,,3,0,5806,77.40%,13,f,0,0,1,INDIVIDUAL,0,0,0,0,0,7500,5806,7500
18000,18000,18000,36 months,15.61%,629.37,C,Follow Up Rep,8 years,RENT,65000,Not Verified,0,debt_consolidation,968xx,HI,13.39,0,Dec-94,2,,,12,0,20164,54.80%,32,f,0,0,1,INDIVIDUAL,0,0,0,0,0,49745,31815,24400
7200,7200,7200,36 months,15.61%,251.75,C,marketer,6 years,RENT,42000,Source Verified,1,major_purchase,346xx,FL,31.97,0,6-Jan,0,,,10,0,5065,45.60%,32,f,0,0,1,INDIVIDUAL,0,0,0,0,0,59793,50255,10400
11575,11575,11575,36 months,12.85%,389.18,B,driver,9 years,RENT,35000,Not Verified,1,credit_card,201xx,VA,26.57,0,Jun-00,2,,,11,0,13815,42.50%,23,w,0,0,1,INDIVIDUAL,0,0,0,0,0,51930,32273,28500
28000,28000,28000,36 months,16.99%,998.14,D,Marine biologist,10+ years,RENT,113000,Source Verified,0,debt_consolidation,981xx,WA,16.25,0,Feb-81,1,,,8,0,21076,77.20%,12,f,0,0,1,INDIVIDUAL,0,0,0,0,0,69241,57506,24300
4000,4000,4000,36 months,12.85%,134.49,B,physician assistant,8 years,MORTGAGE,220000,Source Verified,0,debt_consolidation,806xx,CO,13.75,0,Feb-93,1,,,16,0,94155,84%,30,f,0,0,1,INDIVIDUAL,0,0,0,0,0,704772,192940,37600
5700,5700,5700,36 months,13.53%,193.52,B,,n/a,MORTGAGE,49200,Verified,0,debt_consolidation,871xx,NM,12.02,0,7-Jun,1,,118,7,1,4338,35.60%,18,f,0,0,1,INDIVIDUAL,0,0,0,1,0,218587,18345,3000
5000,5000,5000,36 months,7.90%,156.46,A,MAINTENANCE TECHNICIAN,5 years,RENT,25190,Verified,0,credit_card,891xx,NV,12.53,1,1-Dec,0,5,,10,0,9694,32.90%,24,w,0,0,1,INDIVIDUAL,0,0,0,0,0,29500,9694,16600
1000,1000,1000,36 months,19.97%,37.15,D,Operations Manager,4 years,RENT,52000,Source Verified,0,other,272xx,NC,21.6,0,Aug-99,1,,,9,0,12106,84.10%,25,f,0,0,1,INDIVIDUAL,0,0,0,0,0,62025,51154,11500
30000,30000,30000,36 months,9.67%,963.38,B,Advocate,3 years,MORTGAGE,118000,Source Verified,0,debt_consolidation,335xx,FL,11.53,0,Apr-90,2,33,,10,0,2380,9.80%,36,w,0,0,1,INDIVIDUAL,0,0,0,0,0,337749,47709,14000
20550,20550,20550,36 months,18.25%,745.52,D,Art Director,10+ years,RENT,47500,Source Verified,0,debt_consolidation,850xx,AZ,21.27,0,May-76,0,,,9,0,27464,94.10%,15,f,0,0,1,INDIVIDUAL,0,0,0,0,0,29200,27464,20100
16000,16000,16000,36 months,12.85%,537.95,B,Nurse Manager,2 years,RENT,100000,Not Verified,0,credit_card,282xx,NC,17.68,2,Nov-90,1,20,,22,0,33082,65.60%,41,w,0,0,1,INDIVIDUAL,0,0,0,0,0,83293,61255,34700
10000,10000,10000,36 months,11.99%,332.1,B,Accounting Consultant,2 years,RENT,82500,Not Verified,0,credit_card,554xx,MN,13.61,0,Sep-99,1,,,8,0,18011,77.30%,21,f,0,0,1,INDIVIDUAL,0,0,0,0,0,50806,38259,17900
20000,20000,19975,36 months,7.90%,625.81,A,SUPPLY SERGEANT,8 years,RENT,55000,Source Verified,0,credit_card,028xx,RI,8.95,1,1-Jun,0,2,,9,0,14887,29.50%,38,f,0,0,1,INDIVIDUAL,0,0,0,0,0,50500,14887,26700
8500,8500,8500,36 months,15.61%,297.21,C,Sales Account Manager,1 year,RENT,25440,Not Verified,0,debt_consolidation,549xx,WI,23.87,0,1-Jan,3,,,17,0,12189,53.70%,27,f,0,0,1,INDIVIDUAL,0,0,0,0,0,48017,33888,17100
35000,35000,35000,36 months,15.61%,1223.77,C,Registered nurse,2 years,RENT,131328,Verified,0,debt_consolidation,951xx,CA,14.18,0,2-Jun,1,46,,17,0,33440,74.60%,37,f,0,0,1,INDIVIDUAL,0,0,0,0,0,74914,46058,23600
15000,15000,15000,36 months,12.85%,504.33,B,Foreman supervisor,6 years,MORTGAGE,60000,Not Verified,0,credit_card,330xx,FL,9.84,0,Oct-87,0,,,15,0,13982,48.50%,18,f,0,0,1,INDIVIDUAL,0,0,0,0,0,155504,13982,14800
18000,18000,18000,36 months,8.90%,571.56,A,Director,10+ years,RENT,224400,Verified,0,debt_consolidation,076xx,NJ,16.12,0,Mar-83,0,,,11,0,59712,58.50%,26,w,0,0,1,INDIVIDUAL,0,0,0,0,0,133209,98872,64300
4500,4500,4500,36 months,16.24%,158.75,C,Front End Assistant Manager,3 years,RENT,15000,Verified,0,debt_consolidation,903xx,CA,33.04,3,Sep-96,0,6,,19,0,10419,54.80%,30,f,0,0,1,INDIVIDUAL,0,0,0,0,0,23030,13782,14300
11000,11000,11000,36 months,7.90%,344.2,A,electician,10+ years,RENT,37440,Source Verified,0,credit_card,800xx,CO,18.24,0,Mar-99,1,35,90,6,1,10725,78.90%,18,f,0,0,1,INDIVIDUAL,0,0,0,1,0,34500,26840,10400
24250,24250,24250,36 months,14.98%,840.4,C,Pastor,8 years,MORTGAGE,54000,Verified,0,debt_consolidation,546xx,WI,23.16,0,Jul-98,1,,,6,0,20824,98.20%,14,f,0,0,1,INDIVIDUAL,0,0,0,0,0,189529,46963,11200
6400,6400,6400,36 months,14.98%,221.8,C,delivery driver,2 years,RENT,60000,Verified,0,debt_consolidation,360xx,AL,14.14,0,Dec-94,1,,,6,0,6089,74%,7,f,0,0,1,INDIVIDUAL,0,0,0,0,0,20881,14856,6400
8450,8450,8450,36 months,19.97%,313.91,D,Lieutenant,10+ years,MORTGAGE,96000,Verified,1,debt_consolidation,275xx,NC,30.8,0,3-May,1,,,18,0,32987,67.90%,37,f,0,0,1,INDIVIDUAL,0,0,0,0,0,562011,106494,25000
21000,21000,21000,36 months,6.03%,639.15,A,Medical Review Analyst,< 1 year,RENT,57000,Source Verified,0,credit_card,275xx,NC,20.72,0,1-Mar,0,,,9,0,10925,60.70%,28,f,0,0,1,INDIVIDUAL,0,0,0,0,0,83970,34041,11600
17500,17500,17500,36 months,16.24%,617.33,C,SECTION SERGEANT,9 years,RENT,55149.24,Source Verified,0,other,809xx,CO,19.76,2,5-Dec,0,20,,7,0,4013,53.50%,9,w,0,0,1,INDIVIDUAL,0,0,0,0,0,44233,19478,700
20000,20000,20000,36 months,13.98%,683.36,C,Bartender,2 years,RENT,48000,Source Verified,0,debt_consolidation,840xx,UT,16.38,0,4-Apr,0,30,,6,0,19938,78.50%,11,f,0,0,1,INDIVIDUAL,0,0,0,0,0,28400,20696,15400
12000,12000,12000,36 months,15.61%,419.58,C,Police Corporal,10+ years,MORTGAGE,77000,Verified,0,home_improvement,191xx,PA,8.9,0,Jan-99,0,40,37,12,3,6037,80.50%,39,f,0,0,1,INDIVIDUAL,0,0,0,3,0,187295,61690,5000
30000,30000,29975,36 months,8.90%,952.6,A,VP Operations and Quality Assurance,2 years,MORTGAGE,98800,Source Verified,0,debt_consolidation,067xx,CT,21.33,0,May-90,1,64,,20,0,19661,20.20%,53,f,0,0,1,INDIVIDUAL,0,0,0,0,0,425688,49214,76000
3500,3500,3500,36 months,16.99%,124.77,D,Registered nurse,2 years,RENT,48000,Verified,1,other,464xx,IN,25.78,4,7-Jan,1,11,,6,0,2429,45%,10,f,0,0,1,INDIVIDUAL,0,0,0,0,0,59572,38545,3400
35000,35000,34975,36 months,22.90%,1353.02,E,Food Inspector,< 1 year,MORTGAGE,99992,Verified,0,other,984xx,WA,19.51,1,Mar-94,1,5,,14,0,23106,79.10%,37,f,0,0,1,INDIVIDUAL,0,1,0,0,0,301648,47713,8100
8000,8000,8000,36 months,10.99%,261.88,B,rsr,3 years,RENT,38000,Verified,0,credit_card,224xx,VA,26.47,2,Jul-81,2,10,,27,0,11735,25.10%,47,w,0,0,1,INDIVIDUAL,0,2,0,0,0,68867,27544,32100
4000,4000,4000,36 months,13.53%,135.8,B,materials handler,3 years,MORTGAGE,72012,Source Verified,0,debt_consolidation,325xx,FL,26.21,0,Dec-98,0,46,,13,0,16746,79.40%,24,f,0,0,1,INDIVIDUAL,0,0,0,0,0,305891,73240,1500
9000,9000,8950,36 months,10.99%,294.61,B,Nurse Manager,10+ years,MORTGAGE,73000,Not Verified,0,home_improvement,293xx,SC,18.41,0,Jul-85,0,79,,9,0,35761,30.70%,42,f,0,0,1,INDIVIDUAL,0,0,0,0,0,198089,114493,800
5000,5000,5000,36 months,14.98%,173.28,C,Secretary,10+ years,MORTGAGE,51000,Verified,0,credit_card,112xx,NY,32.52,1,Jan-70,0,9,42,13,3,16685,53.70%,25,f,0,0,1,INDIVIDUAL,0,0,0,0,3,64791,16685,7500
10000,10000,10000,36 months,19.97%,371.49,D,Sales associate,2 years,MORTGAGE,60000,Not Verified,0,credit_card,750xx,TX,7.68,0,Aug-89,1,31,,14,0,12010,59.20%,43,f,0,0,1,INDIVIDUAL,0,0,0,0,0,125300,12010,6600
6000,6000,5975,36 months,7.62%,186.97,A,"Manger, Graphic Services",10+ years,MORTGAGE,113000,Not Verified,0,debt_consolidation,033xx,NH,7.47,0,Jun-92,1,,,11,0,31742,37.40%,33,f,0,0,1,INDIVIDUAL,0,0,0,0,0,417900,31742,65900
8400,8400,8400,36 months,11.99%,278.97,B,,n/a,RENT,38000,Verified,0,debt_consolidation,751xx,TX,2.87,0,May-00,0,,,4,0,3458,46.10%,6,f,0,0,1,INDIVIDUAL,0,0,0,0,0,7500,3458,3500
14000,14000,14000,36 months,6.62%,429.86,A,Flight Nurse,5 years,MORTGAGE,115000,Verified,0,debt_consolidation,853xx,AZ,25.77,0,Mar-96,1,24,,18,0,1578,4.40%,42,f,0,0,1,INDIVIDUAL,0,0,0,0,0,357316,101557,21300
22250,22250,22250,36 months,19.22%,818.08,D,Painter,7 years,RENT,50364,Verified,0,major_purchase,018xx,MA,16.27,0,6-Jan,0,,,6,0,16863,93.20%,8,f,0,0,1,INDIVIDUAL,0,0,0,0,0,36541,27427,18100
12250,12250,12250,36 months,23.40%,476.76,E,Administrative Manager,3 years,RENT,45000,Not Verified,1,medical,112xx,NY,5.28,0,10-Aug,0,,,9,0,3868,43%,10,f,0,0,1,INDIVIDUAL,0,0,0,0,0,9000,3868,3100
12300,12300,12300,36 months,16.99%,438.47,D,truck driver,10+ years,MORTGAGE,95000,Not Verified,0,debt_consolidation,352xx,AL,17.07,1,Jan-96,3,18,,15,0,12180,73.80%,38,f,0,0,1,INDIVIDUAL,0,0,0,0,0,227213,29411,7400
10000,10000,10000,36 months,13.53%,339.5,B,LPN,2 years,RENT,38000,Verified,0,debt_consolidation,322xx,FL,32.53,0,Sep-90,0,,58,11,1,4849,61.40%,36,f,0,0,1,INDIVIDUAL,0,0,0,1,0,39429,28849,4400
20125,20125,20125,36 months,18.25%,730.1,D,Database Administrator,10+ years,MORTGAGE,59000,Verified,1,debt_consolidation,190xx,PA,30.23,0,Jun-86,2,,,8,0,20100,92.20%,16,f,0,0,1,INDIVIDUAL,0,0,0,0,0,190247,52399,11800
6000,6000,6000,36 months,18.25%,217.67,D,manager,8 years,RENT,24000,Not Verified,1,debt_consolidation,545xx,WI,22.65,0,2-Jul,2,,,5,0,2855,89.20%,12,w,0,0,1,INDIVIDUAL,0,0,0,0,0,10240,9289,2600
9250,9250,9250,36 months,14.98%,320.57,C,driver,10+ years,MORTGAGE,80000,Verified,0,debt_consolidation,922xx,CA,29.9,1,Jan-83,0,19,,18,0,41911,78.90%,30,f,0,0,1,INDIVIDUAL,0,0,0,0,0,364378,61782,39300
1000,1000,1000,36 months,20.50%,37.42,E,truck driver,< 1 year,RENT,65000,Source Verified,0,other,282xx,NC,7.31,0,6-Apr,2,,,2,0,212,70.70%,7,f,0,0,1,INDIVIDUAL,0,0,0,0,0,14702,4659,300
11875,11875,11875,36 months,15.61%,415.21,C,Sales,< 1 year,RENT,35000,Not Verified,1,credit_card,662xx,KS,15.16,0,7-May,0,,,9,0,15730,66.90%,17,w,0,0,1,INDIVIDUAL,0,0,0,0,0,23500,15730,13000
8000,8000,8000,36 months,11.99%,265.68,B,"Supervisor, Tech Support",6 years,MORTGAGE,65000,Source Verified,0,debt_consolidation,600xx,IL,25.65,0,2-May,0,,,14,0,21429,84%,23,w,0,0,1,INDIVIDUAL,0,0,0,0,0,224666,33295,13800
20050,20050,20050,36 months,22.90%,775.09,E,Outreach and Education Coordinator,3 years,MORTGAGE,75000,Verified,1,debt_consolidation,462xx,IN,25.02,0,Oct-96,3,,,15,0,30492,99%,42,w,0,0,1,INDIVIDUAL,0,0,0,0,0,387492,263908,19586
10000,10000,10000,36 months,13.53%,339.5,B,,n/a,MORTGAGE,72000,Verified,0,debt_consolidation,828xx,WY,27.83,2,Mar-91,1,16,,13,0,4396,68.70%,37,w,0,0,1,INDIVIDUAL,0,0,0,0,0,426759,60368,3500
17500,17500,17500,36 months,11.99%,581.17,B,Service food associate,8 years,MORTGAGE,40000,Not Verified,0,debt_consolidation,998xx,AK,28.68,0,3-Jul,0,,,12,0,19109,55.50%,20,w,0,0,1,INDIVIDUAL,0,0,0,0,0,52890,21653,31400
5400,5400,5400,36 months,13.53%,183.33,B,Master Mechanic,10+ years,RENT,75000,Not Verified,0,medical,782xx,TX,11.69,0,Apr-90,0,,,11,0,4761,27.50%,15,f,0,0,1,INDIVIDUAL,0,0,0,0,0,42219,26693,9300
2800,2800,2800,36 months,15.61%,97.91,C,Accounts Payable,5 years,RENT,42000,Not Verified,0,house,770xx,TX,19.4,0,5-Mar,2,,,10,0,4381,47.10%,25,f,0,0,1,INDIVIDUAL,0,0,0,0,0,40294,35326,5900
2300,2300,2300,36 months,16.24%,81.14,C,Operator,10+ years,RENT,36000,Not Verified,0,medical,920xx,CA,21.83,1,Nov-98,0,23,,11,0,9468,66.70%,15,f,0,0,1,INDIVIDUAL,0,0,0,0,0,20352,15362,5500
5000,5000,5000,36 months,13.53%,169.75,B,Executive Correspondence Specialist,2 years,RENT,55486,Source Verified,0,debt_consolidation,207xx,MD,30.71,0,5-Sep,0,,,13,0,3236,73.50%,52,f,0,0,1,INDIVIDUAL,0,0,0,0,0,108931,89670,1500
5000,5000,5000,36 months,14.98%,173.28,C,Principal,10+ years,OWN,132000,Verified,0,debt_consolidation,907xx,CA,12.91,2,Sep-83,0,12,,15,0,117139,74.10%,35,w,0,0,1,INDIVIDUAL,0,0,0,0,0,779500,121474,1300
20000,20000,20000,36 months,7.90%,625.81,A,foundry,10+ years,MORTGAGE,52000,Source Verified,0,debt_consolidation,444xx,OH,28.5,0,1-Mar,1,,,10,0,11954,31.70%,22,w,0,0,1,INDIVIDUAL,0,0,0,0,0,90525,47162,34400
6000,6000,6000,36 months,16.99%,213.89,D,PROCESS OPERATOR,3 years,MORTGAGE,120000,Source Verified,0,debt_consolidation,700xx,LA,18.13,8,Sep-99,1,15,,13,0,2277,81.30%,29,f,0,0,1,INDIVIDUAL,0,0,0,0,0,226734,217879,1800
19075,19075,19075,36 months,19.22%,701.34,D,,4 years,OWN,65000,Verified,1,debt_consolidation,953xx,CA,18.5,0,Nov-99,2,,,12,0,7622,66.90%,14,f,0,0,1,INDIVIDUAL,0,0,0,0,0,49193,35846,5400
5000,5000,5000,36 months,7.90%,156.46,A,senior music analyst,9 years,RENT,86000,Not Verified,0,debt_consolidation,900xx,CA,11.53,0,Aug-97,1,,,14,0,3812,40.60%,26,f,0,0,1,INDIVIDUAL,0,0,0,0,0,53000,55470,5300
15000,15000,15000,36 months,16.99%,534.72,D,Business Develpment Manager,7 years,MORTGAGE,140000,Source Verified,0,credit_card,774xx,TX,20.66,0,Jan-90,0,46,,22,0,28654,70.60%,34,f,0,0,1,INDIVIDUAL,0,0,0,0,0,387537,68424,24200
11000,11000,11000,36 months,14.47%,378.47,C,Air Traffic Controller,8 years,MORTGAGE,75000,Verified,0,debt_consolidation,427xx,KY,17.76,5,Sep-92,0,8,,12,0,71597,95%,41,f,0,0,1,INDIVIDUAL,0,0,0,0,0,294427,106210,5400
